,Company,Product,Style,Rating
1957,Vifon,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,1.25
1958,Yamamoto,Ponpoko Tempura Udon,Bowl,4.75
1959,Pulmuone,Cold Noodles By Dad,Pack,2.75
1960,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,3.75
1961,Maggi,2 Minute Noodles Thrillin' Curry,Pack,2.0
1962,Yamamori,Tom Yam Prawn,Pack,4.5
1963,Fuku,Superior Soup Rice Noodle,Pack,2.5
1964,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,3.0
1965,Maruchan,Yakisoba Spicy Chicken,Tray,1.75
1966,Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,2.0
1967,Wei Wei,"""A"" Series Artificial Chicken",Pack,3.25
1968,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,3.75
1969,Koka,Spicy Black Pepper,Pack,5.0
1970,Pot Noodle,Beef Tomato,Cup,1.5
1971,Six Fortune,U-Dong,Pack,4.0
1972,Little Cook,Artificial Onion,Cup,3.5
1973,Batchelors,Super Noodles Low Fat Chicken Herb,Pack,2.0
1974,Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,3.75
1975,Nongshim,Oolongmen Artificial Seafood,Cup,3.5
1976,Wei Chuan,Tomato Vegetables,Pack,4.0
1977,Maruchan,Ramen Noodle Soup Beef,Pack,3.25
1978,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,4.0
1979,Little Cook,Vegetarian,Cup,3.25
1980,Batchelors,Super Noodles Sweet & sour,Pack,3.5
1981,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,1.5
1982,Thai Kitchen,Spring Onion Rice Noodle,Pack,3.75
1983,Haioreum,Asian Style Noodles Seafood,Bowl,3.5
1984,Nongshim,Chapagetti Chajang,Pack,4.0
1985,Batchelors,Super Noodles Mild Curry,Pack,3.25
1986,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,2.5
1987,Mama,Chand Clear Soup,Bowl,3.5
1988,Vifon,South Korean Style Kim Chee,Bowl,4.25
1989,Vifon,Tu Quy Pork,Pack,2.75
1990,Sunlight,Steam Vermicelli,Pack,2.1
1991,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,3.25
1992,Ve Wong,Artificial Onion Flavor Bean Thread,Bowl,1.5
1993,Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,0.0
1994,Vifon,Phu Gia Cua Crab Bean Thread,Pack,2.25
1995,Koyo,Tofu & Miso,Pack,2.5
1996,Koyo,Mushroom,Pack,2.75
1997,Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,0.0
1998,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,1.75
2000,Pot Noodle,Chinese Chow Mein,Cup,3.0
2001,Menraku,Tempura Soba,Bowl,3.75
2002,Batchelors,Super Noodles Barbecue Beef,Pack,3.5
2004,Noah Foods,Phoya Chicken,Bowl,2.0
2005,Maruchan,Yakisoba Tomato Basil,Tray,3.0
2006,Shirakiku,Japanese Style Tokusen Sio,Pack,3.25
2007,O Sung,Keopnurungji Rice Snack,Cup,2.5
2008,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,3.0
2009,Paldo,Gomtang,Cup,4.0
2010,Goku Uma,Soy Sauce,Bowl,3.5
2011,Foodmon,DJ DOC Jjolmyeon,Bowl,5.0
2012,Batchelors,Super Noodles To Go Curry,Bowl,4.0
2013,Uni-President,One More Cup Kimchi,Cup,3.75
2014,Yum Yum,Duck,Pack,3.25
2015,Batchelors,Super Noodles Bacon,Pack,4.25
2016,Sahmyook,Vegetable,Pack,3.25
2017,Myojo,Ippeichan Soy Sauce,Bowl,4.0
2018,Wai Wai,Quick Tom Yum Shrimp,Cup,3.0
2019,Long Kow,Crystal Noodles Vegetables,Bowl,1.5
2020,Batchelors,Super Noodles Souther Fried Chicken,Pack,3.75
2021,Mi Sedaap,Mi Goreng Perisa Asli,Pack,4.75
2022,Batchelors,Super Noodles Chinese Chow Mein,Pack,2.75
2023,Yum Yum,Shrimp Tom Yum Flavor,Pack,3.5
2024,Samyang,60 Ingredients,Cup,2.75
2025,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,3.0
2026,Batchelors,Super Noodles Chicken,Pack,3.25
2027,Nissin,Taisho Fried Noodle Yakisoba,Pack,4.25
2028,Mi Sedaap,Supreme Soto,Pack,4.0
2029,Pot Noodle,Original Curry,Cup,3.75
2030,Lucky Me!,Pancit Canton Sweet Spicy,Pack,5.0
2031,Yum Yum,Vegetable,Pack,3.5
2032,Golden Wheat,South Korean Style Spicy Beef,Pack,3.5
2033,Unox,Good Noodles Chicken,Pack,3.5
2034,Menraku,Curry Udon,Bowl,4.75
2035,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,3.0
2036,Yum Yum,Chicken,Pack,3.5
2037,Nissin,Top Ramen Chicken,Pack,3.25
2038,Nissin,Demae Ramen Chicken,Pack,3.0
2039,Lucky Me!,Lomi Seafood Vegetable,Pack,0.5
2040,Mama,Pad Kee Mao Drunken,Pack,2.0
2041,Ottogi,Yeul Ramyun,Pack,4.25
2042,Wai Wai,Chicken Flavor,Pack,0.9
2043,Mama,Pho Ga,Pack,3.1
2045,Doll,Spicy Tomkotsu,Pack,4.25
2046,Yum Yum,Beef,Pack,3.25
2047,Mee Jang,Artificial Shrimp Tom yum,Bowl,3.5
2048,Sapporo Ichiban,Hot Spicy Chicken,Pack,2.0
2049,Unox,Good Noodles Vegetable,Pack,3.75
2050,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,2.75
2051,Annie Chun's,Soy Ginger Ramen,Pack,1.5
2052,JML,Artificial Spicy Hot Beef,Pack,3.75
2053,Nissin,Cup Noodles Spicy Seafood,Cup,3.75
2055,Samyang,Hot Beef,Pack,4.25
2056,Menraku,Soy Sauce,Bowl,4.25
2057,Nan Hsing,Vegetarian Rice Noodles,Bowl,0.25
2058,Snapdragon,Beijing Vegetable Rice Noodle,Cup,2.0
2060,Thai Kitchen,Thai Ginger Rice Noodle,Pack,4.25
2061,Wang,Champong Spicy Seafood,Bowl,3.5
2062,Tradition,Imitation Beef,Cup,2.5
2063,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,3.0
2064,Dragonfly,Artificial Onion,Bowl,4.0
2065,Paldo,Big Bowl Noodle,Bowl,3.75
2066,Menraku,Miso,Bowl,2.75
2067,Snapdragon,South Korean Kimchi Rice Noodle,Cup,3.75
2068,Ve Wong,Kung Fu Shrimp,Bowl,4.0
2069,Samyang,Beef,Cup,3.75
2071,Nongshim,Oolongmen Beef,Cup,2.5
2073,Knorr,Pizza,Pack,3.0
2074,GreeNoodle,Miso,Pack,1.0
2075,Sunlee,Beef Rice Stick,Bowl,2.0
2076,Nongshim,Neoguri Mild,Pack,3.25
2077,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,2.5
2078,Dragonfly,Artificial Beef,Bowl,4.75
2079,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,0.0
2080,Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,4.0
2081,Maruchan,Yakisoba Shrimp,Tray,2.75
2082,Ottogi,Jin Ramen (Mild),Pack,3.25
2083,Snapdragon,Tomato Seafood Rice Noodle,Cup,3.5
2084,Pulmuone,Fresh Ramen Spicy,Pack,3.0
2085,Noah Foods,Phoya Rice Noodles Beef,Bowl,2.75
2087,Foodmon,DJ DOC Instant rice Ramen Topokki,Bowl,5.0
2088,JML,Stew Pork,Pack,3.25
2089,Kailo,Big Bowl Crab ,Bowl,3.5
2090,Kailo,Big Bowl Artificial Chicken,Bowl,2.75
2091,Kamfen,Japanese U-Don Lobster Scallop,Pack,3.0
2092,Ottogi,Hot & Spicy Ramen,Cup,3.0
2093,Ottogi,Bekse Curry Myon,Cup,4.25
2094,Itomen,Yellow Buckwheat,Bowl,4.5
2095,Menraku,Shio,Bowl,4.5
2096,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,3.75
2097,Thai Kitchen,Mushroom Rice Noodle,Bowl,3.25
2098,Nongshim,Potato Noodle Soup,Pack,3.75
2099,Vedan,Mushroom & Artificial Cuttlefish,Pack,1.75
2100,Mr. Udon,Malaysian Beef Udon,Pack,3.0
2101,Annie Chun's,Teriyaki Noodle,Bowl,1.75
2102,Gefen,Vegetable,Pack,3.25
2103,Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab ,Bowl,3.75
2104,Myojo,Ramen-Desse Miso Soybean Paste,Bowl,4.5
2106,Koyo,Lemongrass ginger,Pack,1.5
2107,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,3.25
2108,Gefen,Chicken,Pack,3.5
2109,Paldo,Snack Noodle slightly Hot,Pack,3.75
2110,Vifon,Tu Quy Sour Spicy Shrimp,Pack,1.75
2111,Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,3.5
2112,Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,2.75
2113,Mama,Vegetable,Pack,3.25
2114,Ottogi,Ppushu Ppushu Barbecue,Pack,3.0
2115,Nissin,Top Ramen Shrimp,Pack,3.5
2116,Samyang,Sutah Hot Spicy Beef,Pack,3.5
2117,Menraku,Tempura Udon,Bowl,5.0
2118,Gefen,Imitation Chicken Vegetarian,Pack,3.0
2119,Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,3.75
2120,Ibumie,Harmee Mee goreng Prawn,Pack,4.5
2121,Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,3.75
2122,Baijia,Single Noble Pickled Radish & Duck,Cup,0.25
2123,Koyo,Asian Vegetable,Pack,1.5
2124,Nongshim,Bowl Noodle Savory Chicken,Bowl,3.25
2125,Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,4.0
2126,Myojo,Ippeichan Soybean Paste,Bowl,4.0
2127,Ottogi,Ppushu Ppushu Tteobokki,Pack,3.25
2128,Wu Mu,Beef Flavor Ramen,Pack,4.25
2129,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,3.75
2130,Ve Wong,Little Prince Bacon,Pack,4.75
2131,Sao Tao,Noodle King Hong Koing Style Wonton,Bowl,2.25
2132,iNoodle,Taiwan Style Chow Mein,Pack,2.25
2133,Mr. Udon,Chicken,Pack,3.25
2134,Lucky Me!,N-Rich Chicken Tinola,Pack,4.0
2135,Nongshim,Kalguksoo,Pack,4.5
2136,Ottogi,Spice Seafood,Pack,3.75
2137,Maruchan,Instant Lunch Hot spicy Beef,Cup,2.75
2138,Little Cook,Tom Yum Seafood Creamy,Bowl,3.0
2140,Nongshim,Big Bowl Spicy Kimchi,Bowl,3.25
2141,Unif,Artificial Beef With Sauerkraut,Bowl,3.75
2142,Mi Sedaap,Mie Sambal Goreng,Pack,4.25
2143,Mi Sedaap,Kari Spesial,Pack,4.5
2144,Lucky Me!,Supreme Bulalo,Bowl,3.25
2145,Ve Wong,Instant Bean Thread Seafood,Bowl,2.5
2146,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,2.75
2147,Quickchow,Pancit Canton toyo Mansi,Pack,5.0
2148,Quickchow,Chicken Mami,Pack,3.75
2150,Koka,Mi Hai Cua Crab Flavor,Pack,5.0
2151,Vifon,Tu quy Chicken,Pack,3.0
2152,Chikara,Shrimp Udon,Pack,4.5
2153,Q,Noodle With Sesame Sauce,Pack,3.25
2154,Noodle Time,Shin Cup,Cup,3.0
2155,Vifon,Mi Lau Thai Thai Stle,Bowl,4.0
2156,Myojo,Kakesoba Desse Soy Sauce,Bowl,2.75
2157,Sapporo Ichiban,Beef Flavorc,Cup,3.5
2158,Myojo,Ramen Desse Shio,Bowl,4.25
2159,iNoodle,Udon Noodle Soup Oriental,Pack,3.75
2160,Vifon,Tu Quy Spicy Beef,Pack,3.5
2161,Sapporo Ichiban,Chicken Flavor,Cup,3.75
2162,Ve Wong,Artificial Classic Beef,Bowl,3.75
2163,Doll,Artificial Beef Flavor,Pack,2.5
2164,Souper,Alimentary Paste Chow Mein,Pack,4.25
2165,Maruchan,Midori No Tanuki,Bowl,4.125
2166,Sunlee,Crab Vermicelli,Bowl,3.25
2167,Lucky Me!,Instant Bulalo Bone Marrow,Pack,3.75
2168,Payless,Instant Mami Chicken,Pack,4.0
2169,Gomex,3 Mien Mi Tom Chua Cay Hot sour Shrimp,Pack,2.25
2170,Ottogi,Snack Ramyon,Cup,3.5
2171,Vifon,Asian Style Instant Noodles Beef,Pack,3.75
2172,Ibumie,Harmee Prawn,Pack,3.25
2173,Vina Acecook,Hao Hao Sate Onion,Pack,3.75
2174,Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,2.25
2175,Sao Tao,Noodle King Scallop Thick,Bowl,3.0
2176,Myojo,Suudon Desse Soy Sauce,Bowl,4.25
2177,Nissin,Cup Noodles Seafood Curry,Cup,4.25
2178,Paldo,Spicy Seafood,Cup,3.75
2179,Paldo,Bowl Noodle Beef With Vegetables,Bowl,3.75
2180,Quickchow,Quickie Mami La Paz Batchoy,Cup,3.0
2181,Vina Acecook,Bestcook Hot spicy Tom Yum Shrimp,Bowl,4.25
2183,Paldo,Hwa Cup Hot Spicy,Cup,3.5
2184,Kamfen,Dried Mix Noodles XO Sauce,Tray,2.0
2185,Nissin,Yakisoba Noodles Karashi,Tray,5.0
2186,Myojo,Hyoubanya No Chukasoba Oriental,Pack,4.25
2187,Menraku,Curry Soba,Bowl,4.0
2188,Mama,Vegetarian Tom Yum,Pack,2.75
2189,Maruchan,Instant Lunch Cheddar Cheese,Cup,2.75
2190,Nissin,Bowl Noodles Rich & Savory Beef,Bowl,3.75
2191,US Canning,Fu Chang Chinese Noodle Company Pork Seafood,Tray,0.0
2192,Ve Wong,Hot Of Hots Artificial Black Peppered Beef,Bowl,1.25
2193,Nissin,Demae Iccho Tom Yam Goong Macaroni,Pack,4.0
2194,Lucky Me!,Chicken Na Chicken,Pack,2.75
2195,Lucky Me!,N-Rich Artificial Chicken With Ginger,Pack,2.5
2196,Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,4.25
2197,Rhee Bros Assi,Pho Vietnamese Noodle Soup,Tray,3.75
2198,Nissin,Chow Mein Thai Peanut,Tray,2.5
2199,Ve Wong,Hot Of Hots Artificial Satay Beef,Bowl,3.75
2200,Sau Tao,Ho Fan Abalone Chicken,Bowl,4.0
2201,Sau Tao,Noodle King Lobster Thick,Bowl,2.75
2202,Vifon,Pho Bo Beef Rice Noodle,Pack,0.5
2203,Vifon,Asian Style Instant Noodles Shrimp,Pack,3.75
2205,Noodle Time,Spicy Thai,Bowl,0.5
2206,Nissin,Chow Noodles Alfredo,Tray,3.75
2207,Fuku,Superior Soup,Pack,5.0
2208,Bon Go Jang,Tofu Udon Dosirak,Tray,3.75
2209,Knorr,Chili Pork,Cup,3.5
2210,Saigon Ve Wong,Kung Fu Artificial Chicken,Pack,3.25
2211,Payless,Pancit Shanghai,Pack,2.75
2212,Nissin,Cup Noodles Prawn,Cup,3.25
2213,Sao Tao,Noodle King Beef Hong Kong Style,Bowl,2.5
2214,Nissin,Demae Iccho Tonkotsu Macaroni,Pack,3.5
2215,Vina Acecook,Daily Hot & Sour With Shrimp,Pack,4.5
2216,Tayho,Vermicelli With Pork,Bowl,1.25
2217,Nissin,Cup Noodles Hearty Chicken,Cup,2.5
2218,Nissin,Bowl Noodles Hot & Spicy Beef,Bowl,3.75
2219,Doll,Spicy Artificial Pork,Pack,3.75
2220,Payless,Xtra Big Kalamansi Pancit Canton,Pack,4.0
2221,Maruchan,Ramen Noodle Soup Roast Beef,Pack,2.75
2222,Nongshim,Noodle Lite 275 Udon Mushroom,Bowl,2.5
2223,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,3.0
2224,Nissin,Top Ramen Chili,Pack,3.25
2225,Maruchan,Ramen Noodle Soup Chili,Pack,2.75
2226,Nissin,Top Ramen Picante Beef,Pack,3.0
2227,Nissin,Souper Meal Tomato Garlic Shrimp,Bowl,3.5
2228,Ottogi,Ramen Bokki,Bowl,3.25
2229,Paldo,Bowl Noodle Kimchi,Bowl,3.5
2230,Sunny Maid,Mi Chay Vegetarian,Pack,1.75
2231,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,3.125
2232,Myojo,Charumera Shoyu,Pack,3.5
2233,Paldo,Stirfried Kimchi,Pack,3.75
2234,Super Bihun,Goreng Rice Noodles,Pack,4.5
2235,Nongshim,Shin Big Bowl,Bowl,3.5
2236,Vina Acecook,Daily Vegetarian,Pack,3.75
2237,Shirakiku,Japanese Style Tokusen Shoyu,Pack,4.0
2238,Payless,Xtra Big Chilimansi Pancit Canton,Pack,4.5
2239,Nissin,Big Cup Noodles Chicken,Cup,2.25
2240,Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,5.0
2241,Six Fortune,Instant Noodles With Soup,Pack,3.5
2242,Goku Uma,Hot & Spicy Beef,Bowl,3.5
2243,Nissin,Big Cup Noodles Beef,Cup,2.125
2244,Nissin,Big Cup Noodles Shrimp,Cup,2.25
2245,Nongshim,Champong Oriental Noodles,Cup,3.75
2246,Sunlee,Crab Noodle,Bowl,4.5
2247,Vifon,Phu Gia Instant Bean Thread Chicken,Pack,3.25
2248,Mee Jang,Artificial Beef Flavor,Bowl,3.5
2249,Nongshim,Big Bowl Udon,Bowl,4.5
2250,Gomex,3 Mien Mi Tom Hum Lobster,Pack,3.5
2251,Little Cook,TVP Curry Chicken,Bowl,4.0
2252,Mee Jang,Artificial Pork,Bowl,3.5
2253,Nongshim,Big Bowl Spicy Shrimp,Bowl,3.5
2254,Ottogi,Jin Ramen (Hot),Cup,3.5
2255,Unif,Shrimp Fish,Bowl,3.75
2256,Little Cook,TVP Spicy Beef,Bowl,4.75
2257,Maruchan,Ramen Noodle Soup Spicy Picante Chicken,Pack,4.0
2258,Maruchan,Ramen Noodle Soup Oriental,Pack,3.75
2259,Unif,Super Bowl Artificial Pickled Chilli Beef,Bowl,3.25
2260,Maruchan,Yakisoba Cheddar Cheese,Tray,4.0
2261,Unif,Super Bowl Artificial Stewed Pork Chop,Bowl,3.5
2262,Unif,Super Bowl Artificial Spicy Beef,Bowl,2.75
2263,Paldo,Dosirac Mushroom,Tray,2.5
2264,Paldo,Dosirac Shrimp,Tray,4.25
2265,Lucky Me!,Supreme Bulalo Artificial Bone Marrow,Bowl,1.75
2266,Vifon,Tasty Mushroom,Pack,2.0
2267,Lucky Me!,La Paz Batchoy Beef,Pack,2.5
2268,Paldo,Dosirac Beef,Tray,3.75
2270,Royal Umbrella,Vegetarian Tom Yum,Cup,2.75
2271,Rhee Bros Assi,Rice Noodle Anchovy Flavor,Tray,3.75
2272,Lucky Me!,Supreme Special Beef Carne De Vaca,Bowl,3.75
2273,Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,3.5
2274,Paldo,Dosirac Artificial Chicken,Tray,3.25
2275,Samyang,Bowl Noodle Picante Beef,Bowl,3.75
2276,Dragonfly,Guilin Style Rice Vermicelli,Bowl,4.5
2277,Wu Mu,Steam Spinach Ramen With Onion,Pack,5.0
2278,Lucky Me!,Supreme Sotanghon Artificial Chicken Vermicelli ,Bowl,3.75
2279,Nongshim,Hearty Rice Noodle Spicy Veggie Consomme,Pack,2.75
2280,Rhee Bros Assi,Rice Noodle Hot & Spicy Kimchi,Tray,3.25
2281,Nissin,Cup Noodles Crab,Cup,3.25
2282,Tablemark,Soybean Paste,Bowl,4.5
2283,Paldo,South Korean Seafood,Pack,3.75
2284,Tiger,Onion Flaver Rice Noodle,Bowl,0.0
2285,Paldo,South Korean U Dong,Pack,3.75
2286,Nongshim,Shin Bowl,Bowl,3.0
2287,Doll,Spicy Artificial Beef,Pack,3.0
2288,Paldo,South Korean Broad Noodle,Pack,2.0
2290,Paldo,King Cup Lobster,Cup,3.75
2291,Myojo,Hyoubanya No Yakisoba Oriental,Tray,4.0
2292,Doll,Artificial Chicken,Pack,4.5
2294,Paldo,King Cup Kimchi Pot Stew,Cup,4.0
2295,Doll,Pickled Vegetable,Pack,4.25
2296,Mama,Oriental Kitchen Hot Spicy,Cup,3.0
2297,Rhee Bros Assi,Rice Noodle Katsuo,Tray,4.0
2298,Rhee Bros Assi,Rice Noodles Seafood,Tray,3.75
2299,Fortune,Udon Mushroom,Pack,3.0
2300,Vina Acecook,Oh! Ricey Beef Rice Noodles,Pack,4.0
2301,Wai Wai,Chili Paste Tom Yum,Pack,3.25
2302,Mama,Cup Shrimp Tom Yum Flavor,Cup,3.75
2303,Ve Wong,Kung Fu Artificial Soybean Paste,Pack,4.0
2304,Wai Wai,Minced Pork Tom Yum,Pack,2.5
2305,Vina Acecook,Mi Lau Thai Artificial Chicken,Pack,3.5
2306,Paldo,South Korean Noodle Kimchi Flavor,Pack,3.5
2307,Wu Mu,Dried Noodle With BBQ Pork,Pack,2.0
2308,Paldo,Spicy Shrimp Bowl,Bowl,3.5
2309,Nissin,Cup Noodles Spicy Chile Chicken,Cup,3.5
2310,Mama,Pork,Cup,2.0
2311,Vina Acecook,Mi Lau Thai Shrimp,Pack,4.0
2312,Nissin,Cup Noodles Chicken,Cup,3.5
2313,Vina Acecook,Hao Hao Sour Hot Shrimp,Pack,3.75
2314,Nissin,Chow Mein Kung Pao Chicken,Tray,1.5
2315,Vina Acecook,Daily Beef Ball,Pack,3.75
2316,Vina Acecook,Oh! Ricey Chicken,Pack,3.75
2317,Nissin,Bowl Noodles Hot & Spicy Shrimp,Bowl,3.5
2318,Vina Acecook,Mi Lau Thai Seafood,Pack,4.0
2319,Royal Umbrella,Tom Yum Shrimp,Cup,3.25
2320,Nissin,Cup Noodles Beef,Cup,3.5
2321,Nissin,Cup Noodles Shrimp,Cup,3.5
2322,Mama,Oriental Kitchen Spicy Seafood,Cup,3.75
2323,Vina Acecook,Daily Hot & Spicy Tom Yun,Pack,4.0
2324,Nongshim,Bowl Noodle Spicy Seafood,Bowl,4.25
2325,Fortune,Udon Chicken,Pack,3.25
2326,Fortune,Udon Beef,Pack,3.5
2327,Wu Mu,Steamed Noodle Sesame Oil,Pack,3.75
2328,Unif,100 Artificial Spicy Beef,Pack,3.75
2329,Koka,Tomato,Pack,4.75
2330,Myojo,Udon Mushroom,Pack,3.0
2331,Mama,Artificial Pork Jumbo,Pack,3.0
2332,Six Fortune,Broad Noodles,Pack,3.75
2333,Nissin,Karashi Mayo Yakisoba,Tray,4.75
2334,Myojo,Udon Hot & Spicy,Pack,4.5
2335,Fashion Foods,Tom Klong,Bowl,2.0
2336,Fu Chang Chinese Noodle Company,Hot & Spicy Beef,Tray,4.0
2337,Sanyo Foods,Aunt Mentaiko Durum Spaghetti,Bowl,4.5
2338,Ottogi,Ppushu Ppushu Sweet & Sour,Pack,1.75
2339,Nissin,Chow Noodles Tomato Basil,Bowl,4.0
2340,Koka,Spicy Seafood Marinara,Bowl,3.0
2341,Koka,Spicy Sesame,Pack,5.0
2342,Koka,Curry,Pack,4.25
2343,Myojo,Udon Shrimp,Pack,3.75
2344,Koka,Tom Yum Rice Noodles,Bowl,3.5
2346,Indomie,Onion Chicken,Pack,4.5
2347,Lucky Me!,Supreme Instant Mami Noodles With Free Crackers,Bowl,3.75
2348,Myojo,Udon Chicken,Pack,3.75
2349,Vifon,Pho Ga Instant rice Noodle,Bowl,2.0
2350,Quickchow,Bihon Guisado Rice Noodle,Pack,1.75
2351,Nissin,Chow Noodles Cheddar Cheese,Tray,4.0
2353,Mama,Instant Bowl Noodles Artificial Pork,Bowl,2.75
2355,Myojo,Udon Crab,Pack,3.0
2356,Nissin,Top Ramen Beef,Pack,3.75
2357,Wei Lih,Good Good Eat Super Ramen Original,Pack,3.0
2358,Six Fortune,Tom Yam Instant soup Noodle,Pack,2.75
2359,Maruchan,Yakisoba Sweet & Sour Chicken,Tray,3.0
2360,Samyang,Bowl Noodle Kimchi,Bowl,4.0
2361,Maruchan,Instant Lunch Roast Chicken Flavor,Cup,2.75
2362,Maruchan,Yakisoba Chicken,Tray,2.0
2363,Maruchan,Yakisoba Teriyaki Beef,Tray,2.0
2364,Nongshim,Bowl Noodle Spicy Artificial Lobster,Bowl,4.0
2365,Maruchan,Yakisoba Roast chicken,Tray,3.75
2366,Vina Acecook,Kingcook Tomato Sauce Pork,Tray,3.5
2367,Rocket Brand,Satoimo Noodles,Pack,2.5
2368,Nissin,Souper Meal Beef Flavor Minestrone,Bowl,3.0
2369,Sao Tao,Ramen King Scallop Seafood,Pack,4.25
2371,Bon Go Jang,Deuchi Udon,Bowl,3.0
2372,Sapporo Ichiban,Beef Flavor,Pack,4.5
2373,Nongshim,Bowl Noodle Spicy Shrimp,Bowl,2.5
2374,Nongshim,Bowl Noodle Hot & Spicy,Bowl,2.0
2375,Nongshim,Bowl Noodle Cabbage Kimchi,Bowl,3.25
2376,Nongshim,Bowl Noodle Beef Ginger,Bowl,3.5
2377,Nongshim,Bowl Noodle Spicy Chicken,Bowl,4.5
2378,Samyang,Chinese Soybean Paste,Pack,2.0
2379,Shirakiku,Sanukiya Somen,Bowl,4.25
2380,Rhee Bros Assi,Rice Noodle With Spicy Flavored Soup,Tray,2.25
2381,Nissin,Cup Noodles Pani Puri,Cup,1.5
2382,Myojo,Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame,Pack,3.0
2383,Saigon Ve Wong,Kung Fu Instant Rice Noodles Artificial Chicken,Pack,3.5
2384,Boss,Shrimp Tom Yum Flavor,Bowl,2.5
2385,Paldo,Soy Flavor Noodle,Pack,4.25
2386,Wu Mu,Steamed Noodle Chinese Herbs,Pack,3.25
2387,Maggi,Perencah Tom Yam,Pack,2.9
2388,Nissin,Cup Noodles Manchurian,Cup,3.0
2389,Nongshim,Udon,Pack,4.0
2390,Paldo,Hwa Ramyun Soy Peptide,Pack,4.0
2391,Paldo,Teumsae Ramyun,Pack,3.5
2392,Shirakiku,Sanukiya Udon,Bowl,3.75
2393,Myojo,Chukazanmai Soy Sauce,Pack,3.75
2394,Nissin,Bowl Noodles Hot & Spicy Chicken,Bowl,2.0
2395,Myojo,Chukazanmai Soy Sauce chili Oil,Pack,3.25
2396,Kamfen,Noodle King Thin Wonton,Pack,2.0
2397,Myojo,Hyobanya No Yakisoba Sauce Flavor,Tray,4.75
2398,Mama,Kimchi,Pack,3.0
2399,Mama,Oriental Style Clear Soup,Pack,2.0
2400,Vifon,Hu Tieu Bo Kho An Lien Beef,Pack,3.75
2401,Paldo,Dosirac Pork,Tray,4.125
2402,Samyang,Cold Ramen With Ponytail Radish,Pack,3.0
2403,Lucky Me!,Sotanghon Artificial Chicken,Pack,0.25
2404,Unif / Tung-I,Instant Bean Vermicelli Shrimp,Pack,1.5
2405,Mama,Flat Noodle Tom Yum,Pack,3.75
2406,Samyang,Japanese Seafood Flavor Udon,Pack,3.75
2407,Myojo,Chukazanmai Soybean Paste,Pack,3.5
2408,Samyang,Seafood Party,Pack,2.25
2409,JFC,Japanese Style Noodle Fresh Udon,Bowl,3.75
2410,Wai Wai,Crab Instant Rice Vermicelli,Pack,2.5
2411,Koyo,Garlic Pepper,Pack,3.25
2412,Doll,Sesame Oil,Pack,3.5
2413,Unif / Tung-I,Artificial Beef Flavor,Pack,3.75
2414,Vifon,Asian Style Instant Noodles Chicken,Pack,3.5
2415,Myojo,Chukazanmai Oriental,Pack,3.75
2416,Paldo,Green Tea Chlorella,Pack,0.0
2417,Myojo,Ramen Desse Soy Sauce,Bowl,1.5
2418,Mama,Hot & Spicy,Pack,1.75
2419,Mama,Jok Cup Porridge Artificial Pork,Cup,2.5
2420,Nissin,Sotanghon,Cup,2.0
2421,Maruchan,Instant Lunch Cajun Style With chili Piquin Shrimp,Cup,3.0
2422,Lucky Me!,Pancit Canton,Pack,4.75
